,X.2,X.1,X,AA,file,label,Duration,F1.5,F2.5,F3.5,F4.5,F5.5,F1.10,F2.10,F3.10,F4.10,F5.10,F1.15,F2.15,F3.15,F4.15,F5.15,F1.20,F2.20,F3.20,F4.20,F5.20,F1.25,F2.25,F3.25,F4.25,F5.25,F1.30,F2.30,F3.30,F4.30,F5.30,F1.35,F2.35,F3.35,F4.35,F5.35,F1.40,F2.40,F3.40,F4.40,F5.40,F1.45,F2.45,F3.45,F4.45,F5.45,F1.50,F2.50,F3.50,F4.50,F5.50,F1.55,F2.55,F3.55,F4.55,F5.55,F1.60,F2.60,F3.60,F4.60,F5.60,F1.65,F2.65,F3.65,F4.65,F5.65,F1.70,F2.70,F3.70,F4.70,F5.70,F1.75,F2.75,F3.75,F4.75,F5.75,F1.80,F2.80,F3.80,F4.80,F5.80,F1.85,F2.85,F3.85,F4.85,F5.85,F1.90,F2.90,F3.90,F4.90,F5.90,F1.95,F2.95,F3.95,F4.95,F5.95,X2,aa,file.1,label.1,duration,f0_min,f0_mean,f0_max,int_min,int_mean,int_max,F1,F2,F3,Keyword,Speaker,Variety,Segment,Selection,Position,Stress
401,401,1600,1600,1600,nisa1_02_03_2014_alexandra_1_80,n,0.116621254,392.9096015,1800.726221,2702.822012,4066.349834,4066.349834,439.8359739,1740.698113,2724.352698,4118.876934,NA,406.8762246,1760.804256,2680.574978,4103.534927,NA,393.7187535,1809.597986,2679.601836,4115.644318,NA,397.1551538,1802.695557,2616.469649,4089.974399,NA,399.1953483,1808.595278,2582.12095,4075.444922,NA,394.3274699,1863.393588,2648.269431,4101.866715,NA,391.6589242,1866.929835,2681.027643,4103.133921,NA,390.9805475,1824.079209,2683.571111,4081.638826,NA,392.9096015,1800.726221,2702.822012,4066.349834,NA,395.2843178,1783.132326,2718.792157,4051.076561,NA,396.0794725,1776.827895,2666.222138,4022.094914,NA,396.3398146,1765.529282,2643.076138,3993.652409,NA,395.7279498,1746.085832,2667.916755,3966.089174,NA,395.097546,1713.060556,2687.963473,3986.433201,NA,394.4578094,1673.197906,2705.596843,4030.894736,NA,394.7897145,1639.813976,2732.539093,4002.542067,NA,395.896567,1679.971788,2767.337758,4291.871346,NA,399.3571495,1958.103861,2826.090818,4291.871346,NA,10087,1600,nisa1_02_03_2014_alexandra_1_80,n,117,214,216,220,55,56,56,412,1815,2747,nisa1,s1,AG,n,n,Initial,Unstressed
440,440,1756,1756,1756,nisa_02_03_2014_alexandra_1_236,n,0.123585876,379.4276201,1694.370012,2689.80607,4043.712168,4043.712168,437.1199282,1725.851139,2749.308419,4016.086726,NA,371.1621097,1671.842524,2688.513381,3965.831444,NA,371.5489995,1701.343301,2747.098522,3936.78164,NA,383.3513249,1680.001015,2752.351726,3951.656458,NA,402.1364771,1627.469327,2724.838399,3993.497189,NA,377.76565,1666.261159,2735.843979,3979.868939,NA,368.1684784,1689.844742,2738.144946,3983.131912,NA,382.4144903,1688.883752,2726.397547,4013.655608,NA,379.4276201,1694.370012,2689.80607,4043.712168,NA,371.5432928,1703.225368,2640.143541,4072.082654,NA,366.1051338,1720.158274,2558.837138,4091.430283,NA,355.0348133,1725.373592,2534.889019,3983.22806,NA,338.9225373,1720.099233,2562.288489,3760.842202,NA,342.4762945,1701.658383,2540.233321,3881.8091,NA,347.1149786,1708.648278,2529.280118,3968.661915,NA,349.6202039,1780.786881,2557.383339,3889.018535,NA,369.1703734,1954.299962,2696.63459,4020.406389,NA,398.367722,2170.943053,2880.869177,4020.406389,NA,10321,1756,nisa_02_03_2014_alexandra_1_236,n,124,141,167,199,50,53,56,392,1800,2726,nisa,s1,AG,n,n,Initial,Stressed
441,441,1760,1760,1760,nisa_02_03_2014_alexandra_1_59,n,0.114644156,371.0353754,1642.713615,2678.130514,4006.222909,4006.222909,344.2045635,1767.740768,2716.824935,3952.164879,NA,360.1254437,1834.089093,2714.151253,3980.757401,NA,361.1032985,1824.944998,2725.278193,4047.336357,NA,365.1875328,1763.596999,2763.37547,4054.140005,NA,369.9974982,1690.232175,2807.096478,4045.838813,NA,372.7938379,1654.423509,2819.302362,4052.669377,NA,373.7859015,1636.449714,2803.444216,4050.428487,NA,370.598154,1659.792431,2722.572546,4027.172543,NA,371.0353754,1642.713615,2678.130514,4006.222909,NA,374.3558403,1593.484145,2662.664046,3987.107678,NA,383.5067563,1551.679772,2618.784832,3981.110691,NA,393.8537292,1511.878072,2574.379964,3978.174099,NA,402.1448192,1476.037649,2612.759146,3975.679606,NA,406.2276542,1438.608016,2641.352174,3976.527507,NA,401.5061344,1397.853497,2649.470976,3984.368238,NA,380.9240504,1275.945519,2669.457403,4066.319326,NA,348.8033351,1094.998038,2698.077583,4189.628429,NA,398.782562,1529.630672,2853.023694,4189.628429,NA,10327,1760,nisa_02_03_2014_alexandra_1_59,n,115,199,217,243,42,56,58,374,1683,2743,nisa,s1,AG,n,n,Initial,Stressed
480,480,1916,1916,1916,rasa1_02_03_2014_alexandra_1_216,r,0.029029592,432.2361478,1801.639386,3093.209818,4342.079161,4342.079161,548.6819557,1763.687315,3044.238209,4152.976562,NA,534.8472286,1767.847882,3052.399569,4186.652927,NA,521.0125015,1772.00845,3060.560929,4220.329291,NA,507.1777745,1776.169018,3068.722289,4254.005656,NA,493.3430474,1780.329586,3076.883649,4287.682021,NA,479.5083203,1784.490154,3085.045008,4321.358385,NA,463.8269671,1790.145034,3087.981743,4329.32399,NA,448.0315574,1795.89221,3090.59578,4335.701576,NA,432.2361478,1801.639386,3093.209818,4342.079161,NA,416.4407381,1807.386562,3095.823855,4348.456747,NA,400.6453284,1813.133738,3098.437892,4354.834332,NA,384.8499187,1818.880915,3101.051929,4361.211918,NA,370.7919791,1824.036436,3102.629633,4366.120983,NA,388.2135509,1818.472344,3085.431043,4344.423361,NA,405.6351227,1812.908253,3068.232452,4322.725738,NA,423.0566945,1807.344161,3051.033861,4301.028116,NA,440.4782663,1801.780069,3033.835271,4257.632872,NA,457.8998381,1796.215978,3016.63668,4257.632872,NA,10561,1916,rasa1_02_03_2014_alexandra_1_216,r,29,150,157,164,43,47,49,519,1782,3058,rasa1,s1,AG,r,r,Initial,Unstressed
481,481,1920,1920,1920,rasa1_02_03_2014_alexandra_1_39,r,0.024469177,507.5134678,1652.146524,3189.844088,3631.452159,3631.452159,613.2539275,1771.819355,3051.651363,4183.703772,NA,615.7667794,1773.608901,3052.001309,4168.254325,NA,618.2796313,1775.398446,3052.351256,4152.804878,NA,609.5269307,1765.193212,3064.821664,4098.98193,NA,589.1242382,1742.583874,3089.826149,4005.475976,NA,568.7215456,1719.974537,3114.830634,3911.970022,NA,548.318853,1697.365199,3139.835119,3818.464068,NA,527.9161604,1674.755862,3164.839603,3724.958113,4425.754964,507.5134678,1652.146524,3189.844088,3631.452159,4425.754964,487.1107752,1629.537187,3214.848573,3537.946205,4425.754964,466.7080827,1606.927849,3239.853058,3444.440251,4425.754964,453.1557905,1597.243813,3244.935284,3373.481051,4425.609217,454.2909384,1615.271965,3207.303662,3350.862691,4425.150986,455.4260862,1633.300116,3169.67204,3328.244331,4424.692755,456.5612341,1651.328268,3132.040418,3305.62597,4424.234523,457.696382,1669.35642,3094.408796,3283.00761,4423.776292,458.8315299,1687.384571,3056.777173,3237.770889,4422.85983,459.9666777,1705.412723,3019.145551,3237.770889,4422.85983,10567,1920,rasa1_02_03_2014_alexandra_1_39,r,24,204,208,213,45,48,51,542,1746,3135,rasa1,s1,AG,r,r,Initial,Unstressed
520,520,2076,2076,2076,rasa_02_03_2014_alexandra_1_19,r,0.032465923,491.2563642,1901.199705,3023.517547,3938.128578,3938.128578,494.0982226,1819.299621,3003.224391,4191.364951,NA,490.365003,1827.789839,3004.356502,4187.679309,NA,490.2221669,1843.12414,3008.370561,4190.572623,NA,490.0793308,1858.458441,3012.384621,4193.465938,NA,489.9364947,1873.792742,3016.398681,4196.359252,NA,489.7936587,1889.127043,3020.412741,4199.252567,NA,489.6508226,1904.461344,3024.4268,4202.145881,NA,490.1892295,1907.573474,3025.221487,4107.851857,NA,491.2563642,1901.199705,3023.517547,3938.128578,NA,492.3234989,1894.825937,3021.813607,3768.4053,NA,493.3906336,1888.452168,3020.109668,3598.682022,4473.123713,494.4577684,1882.0784,3018.405728,3428.958744,4473.123713,495.5249031,1875.704631,3016.701788,3259.235466,4473.123713,499.2066379,1868.307346,3019.454094,3239.574052,4473.123713,506.7661407,1859.392062,3028.815553,3442.472527,4473.123713,514.3256435,1850.476779,3038.177012,3645.371002,4473.123713,521.8851463,1841.561495,3047.53847,4051.167952,NA,529.4446491,1832.646211,3056.899929,4051.167952,NA,10801,2076,rasa_02_03_2014_alexandra_1_19,r,32,140,157,185,43,47,49,521,1855,3075,rasa,s1,AG,r,r,Initial,Stressed
521,521,2080,2080,2080,rasa_02_03_2014_alexandra_1_195,r,0.021205397,475.5974319,1712.091315,3124.757991,3549.628041,3549.628041,474.6485828,1730.571387,3095.115379,3689.160585,NA,472.0303002,1713.825341,3113.212609,3637.835821,4648.434798,469.4120176,1697.079296,3131.309839,3586.511057,4648.434798,466.793735,1680.33325,3149.407069,3535.186292,4648.434798,464.1754523,1663.587205,3167.504299,3483.861528,4648.434798,463.0413948,1654.669877,3177.796746,3450.911749,4648.434798,467.2267405,1673.810356,3160.117161,3483.81718,4648.434798,471.4120862,1692.950835,3142.437576,3516.72261,4648.434798,475.5974319,1712.091315,3124.757991,3549.628041,4648.434798,479.7827776,1731.231794,3107.078407,3582.533471,4648.434798,483.9681232,1750.372274,3089.398822,3615.438902,NA,488.1534689,1769.512753,3071.719237,3648.344333,NA,492.3388146,1788.653232,3054.039653,3681.249763,NA,496.5241603,1807.793712,3036.360068,3714.155194,NA,500.709506,1826.934191,3018.680483,3747.060624,NA,507.7623615,1829.710312,3012.236561,3712.419748,NA,515.5931987,1828.046632,3008.840977,3606.486128,NA,523.424036,1826.382952,3005.445392,3606.486128,NA,10807,2080,rasa_02_03_2014_alexandra_1_195,r,21,161,171,183,47,50,50,519,1825,3049,rasa,s1,AG,r,r,Initial,Stressed
559,559,2232,2232,2232,risa1_02_03_2014_alexandra_1_257,r,0.035711772,448.0365049,1843.496651,2938.954755,4280.516138,4280.516138,535.8346497,1886.663497,2924.496421,4018.616265,NA,526.1979933,1881.876792,2924.997467,3928.888389,NA,516.5613369,1877.090086,2925.498512,3839.160512,NA,506.3591324,1872.045926,2926.551638,3801.192182,NA,494.6946069,1866.336071,2929.032261,3897.056974,NA,483.0300814,1860.626216,2931.512885,3992.921765,NA,471.3655559,1854.916361,2933.993508,4088.786556,NA,459.7010304,1849.206506,2936.474131,4184.651347,NA,448.0365049,1843.496651,2938.954755,4280.516138,NA,443.8450906,1860.044993,2944.786466,4272.377155,NA,443.1948334,1887.140451,2952.2061,4214.955656,NA,442.5445763,1914.235909,2959.625734,4157.534157,NA,441.8943192,1941.331367,2967.045368,4100.112658,NA,441.2440621,1968.426824,2974.465002,4042.691159,NA,440.4181522,1992.982652,2980.770882,3989.602061,NA,437.5188027,1987.560192,2973.929792,3987.653449,NA,434.6194533,1982.137732,2967.088702,3983.756225,NA,431.7201039,1976.715272,2960.247612,3983.756225,NA,11035,2232,risa1_02_03_2014_alexandra_1_257,r,36,133,146,156,45,50,53,487,1919,2940,risa1,s1,AG,r,r,Initial,Unstressed
560,560,2236,2236,2236,risa1_02_03_2014_alexandra_1_81,r,0.030793136,552.8629424,1923.173721,2982.925956,3924.714199,3924.714199,542.2713033,1657.494328,2950.632577,3756.011453,NA,550.990998,1698.684862,2963.9257,3804.15593,NA,559.9337807,1740.760903,2977.508779,3854.909563,NA,568.8765634,1782.836944,2991.091857,3905.663196,NA,577.8193461,1824.912985,3004.674935,3956.41683,NA,586.7621288,1866.989027,3018.258013,4007.170463,NA,595.7049115,1909.065068,3031.841091,4057.924096,NA,584.6774542,1928.107339,3020.404849,4031.491028,NA,552.8629424,1923.173721,2982.925956,3924.714199,NA,521.0484307,1918.240103,2945.447063,3817.937371,NA,489.2339189,1913.306486,2907.96817,3711.160543,4425.919717,457.4194071,1908.372868,2870.489277,3604.383715,4425.919717,425.6048954,1903.439251,2833.010384,3497.606887,4425.919717,393.7903836,1898.505633,2795.531491,3390.830059,4425.919717,398.169671,1907.853506,2820.542454,3515.557252,4425.919717,402.7298979,1917.272774,2845.865816,3641.441777,4425.919717,407.2901248,1926.692042,2871.189177,3893.210827,NA,411.8503517,1936.111311,2896.512538,3893.210827,NA,11041,2236,risa1_02_03_2014_alexandra_1_81,r,31,195,206,215,46,50,52,465,1887,3008,risa1,s1,AG,r,r,Initial,Unstressed
597,597,2384,2384,2384,risa_02_03_2014_alexandra_1_237,r,0.042387062,449.8599817,1864.551336,3029.689602,4169.761663,4169.761663,580.9004444,1792.581012,2928.654284,4127.899801,NA,575.7347979,1796.344972,2944.992763,4132.392201,NA,570.5691515,1800.108932,2961.331242,4136.8846,NA,565.403505,1803.872892,2977.669721,4141.377,NA,548.0774677,1813.31055,2989.986262,4146.672182,NA,523.5230962,1826.120746,2999.912097,4152.444553,NA,498.9687247,1838.930943,3009.837932,4158.216923,NA,474.4143532,1851.741139,3019.763767,4163.989293,NA,449.8599817,1864.551336,3029.689602,4169.761663,NA,442.2121409,1864.964802,3017.636545,4128.78532,NA,436.2615633,1864.133748,3003.377005,4083.115828,NA,430.3109858,1863.302695,2989.117465,4037.446336,NA,424.3604082,1862.471641,2974.857926,3991.776844,NA,420.4729266,1864.403306,2957.653574,3957.12524,NA,425.3609533,1878.086367,2927.923278,3969.338915,NA,430.2489799,1891.769428,2898.192983,3981.552591,NA,435.1370066,1905.452489,2868.462688,4005.979942,NA,440.0250333,1919.135551,2838.732392,4005.979942,NA,11267,2384,risa_02_03_2014_alexandra_1_237,r,42,153,167,190,44,50,52,495,1855,2930,risa,s1,AG,r,r,Initial,Stressed
598,598,2388,2388,2388,risa_02_03_2014_alexandra_1_60,r,0.016014298,464.3542688,1903.698125,3036.208726,4101.749643,4101.749643,408.4844191,1899.40128,3044.582845,4163.886018,NA,416.4883133,1899.63734,3043.691574,4154.515379,NA,424.4922074,1899.873401,3042.800303,4145.144739,4623.78897,432.4961016,1900.109461,3041.909031,4135.7741,4623.78897,440.4999957,1900.345522,3041.01776,4126.40346,4623.78897,448.5038898,1900.581582,3040.126489,4117.032821,4623.78897,456.507784,1900.817643,3039.235218,4107.662182,4623.78897,464.5116781,1901.053703,3038.343947,4098.291542,4623.78897,464.3542688,1903.698125,3036.208726,4101.749643,4623.78897,459.1479991,1907.832441,3033.303956,4113.14404,4623.78897,453.9417295,1911.966757,3030.399185,4124.538438,4623.78897,448.7354598,1916.101073,3027.494415,4135.932835,4623.78897,443.5291902,1920.235389,3024.589644,4147.327232,4623.78897,438.3229205,1924.369706,3021.684874,4158.721629,4623.78897,433.1166509,1928.504022,3018.780103,4170.116026,NA,427.9103812,1932.638338,3015.875333,4181.510423,NA,422.7041116,1936.772654,3012.970562,4204.299218,NA,417.4978419,1940.90697,3010.065791,4204.299218,NA,11273,2388,risa_02_03_2014_alexandra_1_60,r,16,208,214,226,43,49,53,414,1906,3026,risa,s1,AG,r,r,Initial,Stressed
637,637,2546,2546,2546,sala1_02_03_2014_alexandra_1_128,l,0.104157197,412.7827622,1623.510934,2821.264693,3090.440261,3090.440261,421.5442355,1630.131631,2559.518181,2999.840377,4463.139271,433.0315258,1681.753233,2196.608769,3013.704451,4481.913921,432.6424827,1684.880863,2142.435656,3026.414105,4464.298834,426.2404564,1663.456013,2244.575621,3038.539276,4428.259636,418.2706138,1651.155698,2534.922168,3088.110902,4419.022933,409.7604687,1641.999889,2890.128661,3150.587363,NA,407.8300584,1642.957613,2890.350152,3064.187004,NA,407.3095912,1646.082523,2814.503429,2945.884468,4385.620233,412.7827622,1623.510934,2821.264693,3090.440261,4394.791841,418.8971607,1598.190213,2836.863749,3263.117873,4404.944672,419.7714272,1579.024498,2921.049495,3138.165133,4416.483356,420.2494792,1562.474242,3004.997184,3028.878819,4441.102801,416.1683674,1583.254048,3067.955124,3228.298446,4659.901148,412.9484616,1601.821665,3121.081425,3464.839146,4847.448272,414.896888,1607.113326,3115.205377,3924.153544,NA,421.3176017,1608.781421,3117.878884,4298.758292,NA,443.3520579,1597.798845,3150.400781,4435.352671,NA,487.3100174,1607.926491,3175.261858,4435.352671,NA,11512,3,sala1_02_03_2014_alexandra_1_128,l,104,186,200,219,55,56,57,440,1634,2808,sala1,s1,AG,l,l,Medial,Stressed
638,638,2550,2550,2550,sala1_02_03_2014_alexandra_1_299,l,0.11134591,386.5495821,1402.523632,2872.381184,3447.758428,3447.758428,500.5827214,1555.879613,2858.41184,4109.279707,NA,460.0964807,1483.615473,2837.437927,3887.410004,NA,430.0978805,1421.312184,2817.718565,3662.462045,4251.69368,412.9435004,1457.005402,2812.990062,3769.783321,NA,398.8247505,1487.289782,2813.709047,3874.824338,NA,393.1312992,1502.562097,2829.54737,3973.53657,NA,388.8080764,1483.974004,2844.208505,3900.9725,NA,386.038319,1426.997443,2857.53503,3634.227809,4268.572855,386.5495821,1402.523632,2872.381184,3447.758428,4301.109689,388.6589617,1393.881234,2887.967517,3300.389476,4349.494535,389.9353526,1396.20144,2907.054713,3595.106384,4302.253596,390.7598887,1402.122641,2925.49185,3936.976681,4246.371033,387.7435396,1431.635406,2930.776828,4103.268584,NA,388.7955901,1466.158411,2942.327893,4214.007036,NA,400.1123485,1513.322418,2969.688503,4184.582279,NA,406.7909258,1538.37996,2969.082154,4188.421672,NA,408.5962375,1540.21058,2939.091351,4242.455665,NA,434.5721222,1530.906867,2949.031749,4242.455665,NA,11518,7,sala1_02_03_2014_alexandra_1_299,l,111,165,176,190,53,55,56,437,1504,2887,sala1,s1,AG,l,l,Medial,Stressed
677,677,2706,2706,2706,sala_02_03_2014_alexandra_1_105,l,0.093854853,444.5269106,1627.443355,2910.196138,4103.385567,4103.385567,427.3006821,1534.493898,2960.686681,3167.243691,4847.396229,427.6292191,1460.73015,2958.962766,3141.765619,4960.295956,430.4946371,1537.144526,2986.125466,3669.57589,4976.585942,433.7878148,1638.881396,3018.158923,4290.679648,NA,437.7773128,1664.167834,3011.724604,4385.354165,NA,442.0312467,1660.421318,2990.681694,4280.11097,NA,445.1514976,1652.15804,2962.148821,4212.939178,NA,447.4962727,1640.805149,2928.492571,4171.809463,NA,444.5269106,1627.443355,2910.196138,4103.385567,NA,435.3906647,1611.750294,2909.724275,4003.28766,NA,426.7180897,1592.260673,2913.391833,3933.245762,NA,418.9788101,1565.129184,2925.391382,3923.701796,NA,414.5678312,1539.825127,2932.09776,3944.926516,NA,423.3903297,1521.787026,2917.758248,4088.488951,NA,431.6752961,1503.362683,2905.532559,4219.760547,NA,432.8201623,1479.807842,2921.385027,4187.771538,NA,433.9650284,1456.253001,2937.237496,4216.763132,NA,468.7075461,1454.896495,2939.347436,4216.763132,NA,11752,163,sala_02_03_2014_alexandra_1_105,l,94,184,206,222,54,56,58,448,1588,2951,sala,s1,AG,l,l,Medial,Stressed
678,678,2710,2710,2710,sala_02_03_2014_alexandra_1_278,l,0.113028698,381.2926366,1636.776767,2880.235852,3795.383476,3795.383476,461.5537937,1530.55604,2937.385079,4154.640222,NA,446.9932444,1573.253451,2949.91898,4196.682598,NA,441.1976117,1616.96361,2975.990781,4254.288818,NA,419.7687948,1654.696477,2992.398629,4210.364738,NA,398.4155954,1686.651778,3001.887239,4137.854733,NA,393.2759721,1680.239457,2967.932137,3947.467649,NA,387.287157,1666.605229,2930.520407,3793.799049,NA,379.6918509,1639.308683,2886.569472,3709.594032,NA,381.2926366,1636.776767,2880.235852,3795.383476,NA,389.653219,1652.448658,2901.553696,4006.131218,NA,391.5298608,1669.480589,2901.311181,4093.407641,NA,392.1979922,1685.210538,2896.098065,4147.460073,NA,401.6979992,1659.075996,2895.76222,4107.039645,NA,414.5004601,1637.547309,2907.941251,4086.052148,NA,436.324971,1628.601464,2954.30996,4118.153926,NA,453.7868074,1640.137341,2963.2792,4119.259809,NA,466.8596484,1672.27851,2934.623334,4132.486934,NA,525.1068919,1700.842075,2931.143124,4132.486934,NA,11758,167,sala_02_03_2014_alexandra_1_278,l,113,161,185,211,53,56,57,438,1640,2931,sala,s1,AG,l,l,Medial,Stressed
716,716,2862,2862,2862,sali1_02_03_2014_alexandra_1_173,l,0.112639087,424.7457741,1458.366724,2836.748141,3714.188544,3714.188544,433.9957878,1650.988425,2976.179344,4168.511535,NA,432.6248752,1664.575009,2972.84245,4174.411254,NA,432.0205835,1654.22477,2935.480826,4153.423376,NA,431.092792,1635.411023,2894.322993,4128.87262,NA,429.7611496,1606.031597,2848.426047,4099.874035,NA,428.1914523,1600.977471,2841.750811,4113.007729,NA,426.5040697,1607.948848,2854.465296,4146.970016,NA,425.5793353,1533.14682,2849.802837,3934.802021,4168.481318,424.7457741,1458.366724,2836.748141,3714.188544,4167.079664,423.9149388,1456.51678,2776.438065,3649.478432,4155.20293,424.016149,1531.217098,2759.002829,3705.851921,4147.393197,425.907137,1752.914502,2823.898815,3994.73848,NA,424.9113842,1900.431183,2768.94445,3704.500756,NA,421.7097861,1991.26415,2622.408835,2971.736797,4204.844747,415.9572155,2226.913541,2651.744764,3436.592358,4204.844747,409.6228245,2497.197143,2727.201501,4205.289693,NA,409.0053237,2543.636848,2785.540245,4134.188306,NA,404.3741518,2477.954415,2817.720384,4134.188306,NA,11988,319,sali1_02_03_2014_alexandra_1_173,l,113,213,223,234,54,57,58,431,1790,2811,sali1,s1,AG,l,l,Medial,Stressed
717,717,2866,2866,2866,sali1_02_03_2014_alexandra_1_340,l,0.09962746,423.7903826,1404.301927,2715.002883,3126.469797,3126.469797,425.84056,1694.901498,2805.48693,3661.425144,4265.218334,423.6189293,1708.029755,2815.529774,3279.720209,4261.232906,422.590016,1722.426559,2819.007227,3369.278948,4221.758329,421.6388123,1734.26777,2819.799776,3432.37121,4187.21982,421.4411656,1721.32714,2794.556538,3238.815288,4200.546876,421.313586,1698.309636,2768.200485,3062.951084,4212.902245,421.9306293,1568.202302,2730.018237,3075.101857,4214.931206,422.5932265,1445.107474,2696.302731,3089.223295,4214.117241,423.7903826,1404.301927,2715.002883,3126.469797,4179.942527,424.6504228,1369.039584,2733.50001,3159.452357,4149.385292,421.1026258,1406.255396,2749.342564,3136.683288,4166.127086,416.9381753,1443.533168,2761.767686,3113.588392,4181.895708,403.6897813,1481.723677,2723.850478,3085.693726,4183.328482,390.2306801,1549.305169,2698.182535,3088.436867,4184.680892,373.2256901,2111.493023,2878.651431,3606.768553,NA,355.770863,2627.717227,3042.777829,4087.898771,NA,329.5121111,2244.370531,2887.059405,3612.33948,4323.662612,306.8887916,1881.92872,2738.596502,3612.33948,4323.662612,11994,323,sali1_02_03_2014_alexandra_1_340,l,100,211,226,244,54,56,57,410,1636,2752,sali1,s1,AG,l,l,Medial,Stressed
