,X.1,X,AA,Segment,duration,intensity,cog,sdev,skew,kurt,Speaker,keyword,Variety,Stress
643,643,643,643,n,67.86861457,40.38187717,490.0260517,253.3334435,27.91732177,1348.579513,s12,sana,CG,Stressed
644,644,644,644,n,63.75365704,36.96193252,551.1855453,536.991233,21.85482483,623.6521574,s12,sana,CG,Stressed
970,970,970,970,m,42.38475733,37.67550113,699.7342596,701.2009904,11.71849993,233.2246575,s12,masa1,CG,Unstressed
971,971,971,971,m,93.75993381,31.64062179,963.7001353,1350.301203,8.665876744,96.20395497,s12,masa1,CG,Unstressed
1010,1010,1010,1010,m,102.2855682,35.90074902,566.6765202,373.5973467,22.53809706,852.8626238,s12,masa,CG,Stressed
1011,1011,1011,1011,m,110.8883576,35.69140533,598.7683808,598.0282852,15.67760157,388.2085598,s12,masa,CG,Stressed
1050,1050,1050,1050,m,32.28918707,34.89654229,675.0548171,594.828765,12.50343782,256.639427,s12,misa1,CG,Unstressed
1051,1051,1051,1051,m,76.62599893,35.52361658,615.2717601,653.6531788,16.53243656,374.9387984,s12,misa1,CG,Unstressed
1090,1090,1090,1090,m,116.6694762,37.22887054,488.9444185,390.4392759,29.13776033,1118.311024,s12,misa,CG,Stressed
1091,1091,1091,1091,m,135.754332,38.61624154,476.4739716,446.0178033,20.89276493,672.1569894,s12,misa,CG,Stressed
1131,1131,1131,1131,m,98.30139473,36.76220217,556.6397277,576.9447356,16.78176308,431.087416,s12,sama1,CG,Stressed
1132,1132,1132,1132,m,76.99380644,37.44359796,512.7260112,277.3188606,27.63932852,1455.707379,s12,sama1,CG,Stressed
1171,1171,1171,1171,m,73.67133469,32.29887688,950.8943891,788.7729333,8.10684726,137.5770269,s12,sama,CG,Stressed
1172,1172,1172,1172,m,82.52462768,32.43635395,480.9701746,299.4218316,26.67912159,1315.000147,s12,sama,CG,Stressed
1211,1211,1211,1211,m,104.0311664,37.96298552,493.0962866,404.4609244,18.88891913,548.2333388,s12,sami1,CG,Stressed
1250,1250,1250,1250,m,83.09495217,37.41949006,487.4345433,547.9965422,22.89728689,654.066519,s12,sami,CG,Stressed
1251,1251,1251,1251,m,86.37100216,38.22390403,433.3150103,244.9092058,40.96069461,2560.544962,s12,sami,CG,Stressed
1616,1616,1616,1616,n,50.87484315,36.38978788,476.512196,181.4191398,34.55970386,2492.346801,s12,nasa1,CG,Unstressed
1617,1617,1617,1617,n,39.37152616,41.77297986,492.7955062,372.2273466,33.08215524,1391.535296,s12,nasa1,CG,Unstressed
1656,1656,1656,1656,n,96.024986,40.63790573,665.7593851,1025.287689,11.90691334,176.5474942,s12,nasa,CG,Stressed
1657,1657,1657,1657,n,91.71532466,40.99175868,559.4547382,451.7107819,22.16384014,686.6658802,s12,nasa,CG,Stressed
1696,1696,1696,1696,n,59.85028397,37.62024752,548.8412554,467.5513619,23.72820641,751.604273,s12,nisa1,CG,Unstressed
1697,1697,1697,1697,n,60.52263523,40.0259847,612.6868825,745.4154968,16.17885763,324.8953103,s12,nisa1,CG,Unstressed
1736,1736,1736,1736,n,113.4730522,32.80956302,481.3357488,207.0590902,37.04230959,2058.265326,s12,nisa,CG,Stressed
1773,1773,1773,1773,n,82.39862575,38.78465884,517.6102293,546.092547,20.79963101,586.8827102,s12,sana1,CG,Stressed
1774,1774,1774,1774,n,75.76031393,36.64757529,568.7009316,568.0042481,16.69007444,443.3392906,s12,sana1,CG,Stressed
1840,1840,1840,1840,n,75.84984162,39.18427045,751.38003,887.5900884,9.729072166,149.9408981,s12,sani1,CG,Stressed
1841,1841,1841,1841,n,80.21017131,42.20575392,483.7591622,393.5345077,31.25821424,1249.303622,s12,sani1,CG,Stressed
1879,1879,1879,1879,n,75.41215073,38.79667651,502.629425,684.1951457,13.66564667,260.6610394,s12,sani,CG,Stressed
1880,1880,1880,1880,n,86.66279609,37.64640533,418.6292681,226.7354451,43.519727,2811.423869,s12,sani,CG,Stressed
2230,2230,2230,2230,r,14.37275429,27.07027547,1774.24593,2106.052196,3.498632243,18.6396144,s12,rasa1,CG,Unstressed
2231,2231,2231,2231,r,32.64018249,41.80198646,1037.712381,748.1610445,8.549977773,116.2003229,s12,rasa1,CG,Unstressed
2270,2270,2270,2270,r,18.43816226,34.5972575,2113.8367,1639.206832,2.829793404,18.52172711,s12,rasa,CG,Stressed
2271,2271,2271,2271,r,26.12249963,38.19811004,985.98786,877.6467754,10.52396021,165.9989447,s12,rasa,CG,Stressed
2309,2309,2309,2309,r,27.0991359,31.43747249,1213.771668,1578.56851,6.501538599,57.24927497,s12,risa1,CG,Unstressed
2310,2310,2310,2310,r,15.75866087,32.95280364,827.7477994,811.2467123,13.00867007,230.7567027,s12,risa1,CG,Unstressed
2347,2347,2347,2347,r,35.11657546,20.19275564,1248.665261,1346.150627,3.789606791,22.218417,s12,risa,CG,Stressed
2348,2348,2348,2348,r,54.0195657,15.78746545,1272.671403,1563.453711,6.775139331,62.22235351,s12,risa,CG,Stressed
2387,2387,2387,2387,r,16.71183396,33.09578212,1274.129994,1937.388891,6.255843,47.12355189,s12,sara1,CG,Stressed
2388,2388,2388,2388,r,17.15615653,25.26927969,1239.101329,1795.556848,6.050420143,45.89383631,s12,sara1,CG,Stressed
2427,2427,2427,2427,r,18.08459175,25.86401268,924.9113557,1171.753738,7.826959923,84.33854922,s12,sara,CG,Stressed
2428,2428,2428,2428,r,23.03845681,22.01068289,1505.011991,1971.13467,4.445285214,26.84939561,s12,sara,CG,Stressed
2467,2467,2467,2467,r,23.75136243,33.62297153,896.3045338,839.0268249,11.04550065,176.6095738,s12,sari1,CG,Stressed
2468,2468,2468,2468,r,25.73091895,27.37213199,1690.173212,1781.45079,3.890968474,26.20443182,s12,sari1,CG,Stressed
2506,2506,2506,2506,r,21.86133359,28.28042473,1050.51764,1501.909324,7.34049201,71.80758771,s12,sari,CG,Stressed
2507,2507,2507,2507,r,21.42695854,32.40115922,1374.235997,1893.734288,5.073147115,35.09564986,s12,sari,CG,Stressed
15,15,15,15,l,63.74825012,48.56439724,2654.549833,1658.487261,2.955952207,18.90748504,s13,lasa,CG,Stressed
16,16,16,16,l,72.44119332,47.81608331,1238.311694,1586.045204,6.462508254,55.67355066,s13,lasa,CG,Stressed
55,55,55,55,l,74.06670302,48.75277692,787.8425969,850.3199356,8.54966613,120.6571295,s13,lisa,CG,Stressed
56,56,56,56,l,81.87621703,48.06733975,886.8300552,1143.085752,9.225408123,117.3421495,s13,lisa,CG,Stressed
94,94,94,94,l,68.74088706,55.23139955,864.9364536,1085.462103,8.623783084,98.28641798,s13,lasa1,CG,Unstressed
95,95,95,95,l,65.55549383,52.61907487,785.3606973,1011.77085,9.419519875,115.5622361,s13,lasa1,CG,Unstressed
135,135,135,135,l,67.85723902,49.71219494,844.1426301,713.6308409,4.558389007,46.27343868,s13,lisa1,CG,Unstressed
136,136,136,136,l,82.37240362,50.26428833,611.8570339,860.3611727,8.953795195,123.9719291,s13,lisa1,CG,Unstressed
174,174,174,174,l,71.69219204,53.86438067,632.4656089,251.3001513,27.58842422,1363.231901,s13,sala,CG,Stressed
175,175,175,175,l,61.64053889,51.39645169,717.73973,741.4970471,11.7569121,190.9595296,s13,sala,CG,Stressed
214,214,214,214,l,64.28449808,49.61614841,1881.485872,1752.599452,2.39205672,14.35500977,s13,sali,CG,Stressed
215,215,215,215,l,54.82039142,49.62647462,1706.726621,1588.355385,2.984895776,19.81847296,s13,sali,CG,Stressed
255,255,255,255,l,73.56459281,45.7148191,1339.139575,2028.093957,4.737705185,23.41137423,s13,sala1,CG,Stressed
256,256,256,256,l,69.57177774,47.25752023,1004.174329,1381.611719,7.014188283,59.92370874,s13,sala1,CG,Stressed
294,294,294,294,l,74.91753015,47.76241984,685.8480887,799.2755175,13.31331901,238.2902899,s13,sali1,CG,Stressed
295,295,295,295,l,73.76808339,44.78976789,773.9432458,1079.44971,10.83081229,143.6189471,s13,sali1,CG,Stressed
666,666,666,666,m,68.16034788,42.01196021,1750.96673,2835.85416,3.521851355,11.81790981,s13,masa,CG,Stressed
667,667,667,667,m,52.29900786,40.32384874,1443.032963,2241.438623,5.123564671,28.86718754,s13,masa,CG,Stressed
707,707,707,707,m,90.14006605,39.66639824,10130.16728,3176.012568,-1.934433095,3.508078253,s13,misa,CG,Stressed
708,708,708,708,m,95.77382018,45.18148964,998.9685346,2236.121005,5.217087101,29.19799074,s13,misa,CG,Stressed
747,747,747,747,m,75.10157721,42.20541065,847.9920338,1246.040069,8.72115227,96.64135004,s13,masa1,CG,Unstressed
748,748,748,748,m,63.30401144,40.97343175,1143.808434,1672.597222,6.508513681,47.0561745,s13,masa1,CG,Unstressed
788,788,788,788,m,65.65140899,46.19902654,510.1976656,879.6032185,13.87805882,237.0001602,s13,misa1,CG,Unstressed
789,789,789,789,m,67.14566636,40.52623125,1004.414319,2028.801993,5.543997907,34.60588279,s13,misa1,CG,Unstressed
827,827,827,827,m,46.77330864,44.10391682,1265.750157,2190.306932,4.823443079,24.07474316,s13,sama,CG,Stressed
828,828,828,828,m,50.20066315,42.33236189,960.2800946,2276.035506,4.936568173,24.70190157,s13,sama,CG,Stressed
867,867,867,867,m,52.27435664,42.56733763,954.5325625,1479.45952,7.229105071,59.57383472,s13,sami,CG,Stressed
868,868,868,868,m,56.96320802,44.70644942,1679.609289,3005.940633,3.267317922,10.2864793,s13,sami,CG,Stressed
903,903,903,903,m,61.44315423,38.72004787,1786.890911,2656.346921,3.956335361,14.98817306,s13,sama1,CG,Stressed
904,904,904,904,m,88.20491474,43.89859124,1046.840711,1953.148862,5.834422726,35.98249107,s13,sama1,CG,Stressed
942,942,942,942,m,58.55578796,41.60924009,1742.694509,3126.369742,3.125890299,8.585931534,s13,sami1,CG,Stressed
943,943,943,943,m,62.90608647,41.15571269,1452.559103,2729.554525,3.873715657,14.69548864,s13,sami1,CG,Stressed
1302,1302,1302,1302,n,69.78585759,44.75198947,1368.042145,1908.343427,5.526496493,35.13191894,s13,nasa,CG,Stressed
1303,1303,1303,1303,n,67.85745788,42.75124431,1306.319441,1115.943775,8.955539562,106.6384837,s13,nasa,CG,Stressed
1345,1345,1345,1345,n,71.83036513,45.64700217,758.9181116,902.1054617,11.87508989,175.618807,s13,nisa,CG,Stressed
1346,1346,1346,1346,n,90.14006605,41.71197928,1111.260213,1395.057045,8.423228135,85.78928416,s13,nisa,CG,Stressed
1385,1385,1385,1385,n,59.51788635,45.46641988,1320.304024,1132.751582,7.468171535,89.17982786,s13,nasa1,CG,Unstressed
1386,1386,1386,1386,n,56.13561461,43.67635332,1297.355103,1836.082654,5.993654252,40.78322171,s13,nasa1,CG,Unstressed
1426,1426,1426,1426,n,82.0024212,41.3135387,521.4040472,925.7292455,13.48743757,226.8408764,s13,nisa1,CG,Unstressed
1427,1427,1427,1427,n,62.85977276,46.22439725,772.7468393,1158.168115,9.633741039,121.9220376,s13,nisa1,CG,Unstressed
1468,1468,1468,1468,n,47.74679253,42.4175968,578.7923689,988.4620479,11.23762244,165.2856464,s13,sana,CG,Stressed
1469,1469,1469,1469,n,60.13711111,43.80636684,983.9726698,925.3854886,9.456850181,140.7042831,s13,sana,CG,Stressed
1508,1508,1508,1508,n,64.28449808,42.7512148,1338.710306,1708.503893,5.83726326,41.05174599,s13,sani,CG,Stressed
1509,1509,1509,1509,n,69.10583544,44.73209596,613.8221975,1376.487516,8.071115271,69.33042191,s13,sani,CG,Stressed
1549,1549,1549,1549,n,78.64635745,42.01764794,670.3948262,953.2576827,12.38434006,177.5801199,s13,sana1,CG,Stressed
1550,1550,1550,1550,n,72.76163,40.51308996,1328.109453,1922.986197,5.839288203,38.494359,s13,sana1,CG,Stressed
1588,1588,1588,1588,n,103.6976972,43.16489775,963.9803479,1107.479988,8.059942993,104.9061986,s13,sani1,CG,Stressed
1589,1589,1589,1589,n,63.36256533,41.12901623,912.4110732,1677.650284,7.098445994,59.61232154,s13,sani1,CG,Stressed
1927,1927,1927,1927,r,28.57366389,47.40834673,1660.345729,1908.70756,5.264286295,28.81090509,s13,rasa,CG,Stressed
1928,1928,1928,1928,r,18.1464694,42.29735556,968.3467865,944.7250484,11.91266386,176.7251852,s13,rasa,CG,Stressed
1966,1966,1966,1966,r,15.14324143,47.99362488,1061.632435,1420.656511,7.537095361,63.35304492,s13,risa,CG,Stressed
1967,1967,1967,1967,r,35.69011432,46.20494494,1169.479582,1831.223452,5.87732266,35.55119728,s13,risa,CG,Stressed
2006,2006,2006,2006,r,26.7203766,49.22131782,2195.481563,2277.827808,4.676423274,23.83004753,s13,rasa1,CG,Unstressed
2007,2007,2007,2007,r,22.76933423,46.15211965,1138.694358,1540.819816,7.180755604,56.95046681,s13,rasa1,CG,Unstressed
2047,2047,2047,2047,r,14.57519845,45.32862658,1585.871982,2244.134499,4.280110877,20.20437687,s13,risa1,CG,Unstressed
2048,2048,2048,2048,r,18.00010378,52.72693963,1399.987539,2371.670783,4.008761219,15.58267633,s13,risa1,CG,Unstressed
2083,2083,2083,2083,r,24.17138049,47.66676681,1206.727184,1457.918286,6.988250197,63.95114399,s13,sara,CG,Stressed
2084,2084,2084,2084,r,16.41039388,42.52708446,1920.676695,1997.409364,5.737330869,39.95012394,s13,sara,CG,Stressed
2123,2123,2123,2123,r,27.90020779,45.82547194,1169.129929,701.6895476,13.11897364,226.4230987,s13,sari,CG,Stressed
2124,2124,2124,2124,r,25.43082216,39.72204383,2299.420271,2436.103709,3.462176596,14.45813404,s13,sari,CG,Stressed
2163,2163,2163,2163,r,28.04870091,42.15962932,1427.314599,1453.503301,7.903709511,74.81448008,s13,sara1,CG,Stressed
2164,2164,2164,2164,r,26.85525618,46.22254718,1859.730881,3086.257968,3.506931178,12.4044182,s13,sara1,CG,Stressed
2201,2201,2201,2201,r,41.42408142,43.06649154,1526.444095,2297.519051,4.966459509,28.5470409,s13,sari1,CG,Stressed
2202,2202,2202,2202,r,33.14696478,38.70864846,2453.264819,3568.122057,2.319390134,3.970107242,s13,sari1,CG,Stressed
17,17,17,17,l,89.65039387,54.20841893,821.4535082,762.1402605,10.77233425,208.6248954,s14,lasa,CG,Stressed
18,18,18,18,l,76.02539173,51.7154351,760.4501493,756.7959765,8.578729849,163.4309441,s14,lasa,CG,Stressed
57,57,57,57,l,112.2813256,45.8582854,645.2632956,761.0027634,6.937429107,105.9711913,s14,lisa,CG,Stressed
58,58,58,58,l,110.6630275,54.02896055,1446.204954,1376.85095,3.711320162,35.17780287,s14,lisa,CG,Stressed
96,96,96,96,l,63.39487844,55.7066293,1261.372295,982.9139076,3.247735783,40.52163592,s14,lasa1,CG,Unstressed
97,97,97,97,l,65.62616816,55.38999935,904.6088227,895.57509,8.06779102,133.2306735,s14,lasa1,CG,Unstressed
137,137,137,137,l,72.04475633,54.47074469,984.5648066,1203.437009,6.337013325,72.64129271,s14,lisa1,CG,Unstressed
138,138,138,138,l,48.75711108,58.68854549,608.8061032,445.4630442,9.413640472,207.3337296,s14,lisa1,CG,Unstressed
176,176,176,176,l,66.12778118,60.31936698,793.8108691,835.6598095,7.44615033,116.4880356,s14,sala,CG,Stressed
177,177,177,177,l,50.32162861,56.10899847,948.4879662,896.182323,9.452378322,155.0477467,s14,sala,CG,Stressed
216,216,216,216,l,61.54708992,53.46483258,867.0510219,916.299305,4.251037704,45.05817413,s14,sali,CG,Stressed
217,217,217,217,l,85.14964237,57.91644433,2042.5927,1452.18294,3.966345112,42.54064792,s14,sali,CG,Stressed
257,257,257,257,l,80.92875174,50.79332772,674.2589165,724.3292132,14.01939364,315.7758499,s14,sala1,CG,Stressed
258,258,258,258,l,58.209304,51.99802862,1801.148467,1237.535905,2.441271579,32.5056254,s14,sala1,CG,Stressed
296,296,296,296,l,88.12241856,51.91333912,548.1439209,628.0517048,15.63012492,368.2375854,s14,sali1,CG,Stressed
297,297,297,297,l,118.2885214,46.64531183,852.4476944,1110.409161,7.735095304,100.3548909,s14,sali1,CG,Stressed
668,668,668,668,m,73.26909267,48.53709913,825.4878743,369.5454886,15.96670725,728.8803554,s14,masa,CG,Stressed
669,669,669,669,m,76.90882092,49.81415924,1247.563702,745.4201809,8.248129356,167.6615574,s14,masa,CG,Stressed
709,709,709,709,m,83.41085973,44.63933058,686.2873286,887.9614272,13.67750694,251.1368507,s14,misa,CG,Stressed
710,710,710,710,m,98.84310558,45.77368824,738.9574997,977.9760649,12.60222342,219.4611295,s14,misa,CG,Stressed
749,749,749,749,m,60.57800138,49.31687899,1005.644076,1039.447781,8.432847994,128.3845468,s14,masa1,CG,Unstressed
750,750,750,750,m,66.06099733,48.7171332,954.526779,445.8960764,25.26594008,924.5581479,s14,masa1,CG,Unstressed
790,790,790,790,m,57.14524797,48.07868689,618.460024,537.933582,20.10701545,580.461096,s14,misa1,CG,Unstressed
791,791,791,791,m,72.45128965,45.53965752,844.7763828,1012.28522,10.19195512,158.1509824,s14,misa1,CG,Unstressed
829,829,829,829,m,62.49881758,45.85780747,730.4671984,1097.264296,11.83375924,177.452678,s14,sama,CG,Stressed
830,830,830,830,m,58.06341762,47.56066814,643.7291942,538.1754655,22.8145388,716.5071012,s14,sama,CG,Stressed
869,869,869,869,m,53.22479949,47.80673424,1132.243281,998.3167972,8.358618668,140.8431133,s14,sami,CG,Stressed
870,870,870,870,m,62.48729706,49.09406821,1388.956668,783.8025578,7.938601966,158.371549,s14,sami,CG,Stressed
905,905,905,905,m,71.52418732,46.56100869,1031.849609,730.2388662,16.41764008,398.5840949,s14,sama1,CG,Stressed
906,906,906,906,m,68.8018134,49.68739599,1060.065922,927.9300316,12.921775,215.9050681,s14,sama1,CG,Stressed
944,944,944,944,m,78.73035016,51.02337771,468.5038483,141.908505,111.736927,14392.03334,s14,sami1,CG,Stressed
945,945,945,945,m,71.93116847,47.65189485,661.2269783,756.3308265,13.2303062,294.891093,s14,sami1,CG,Stressed
1304,1304,1304,1304,n,66.51392435,46.00833604,1263.015203,1194.849337,9.848100585,131.1346368,s14,nasa,CG,Stressed
1305,1305,1305,1305,n,72.19447642,49.41341165,584.1104785,606.5819469,20.01094621,518.5220331,s14,nasa,CG,Stressed
1347,1347,1347,1347,n,89.30207037,47.19344836,817.769831,1270.115552,10.8068296,143.6655757,s14,nisa,CG,Stressed
1348,1348,1348,1348,n,76.78766491,42.94432676,825.0743927,1008.961264,14.60565781,249.3263468,s14,nisa,CG,Stressed
1387,1387,1387,1387,n,64.84370231,49.92447436,1490.177933,713.8807079,7.785730301,183.7322991,s14,nasa1,CG,Unstressed
1388,1388,1388,1388,n,74.96527671,47.86154812,1471.409972,1082.929397,9.297205042,134.9880707,s14,nasa1,CG,Unstressed
1428,1428,1428,1428,n,71.86065414,48.20140136,929.0307144,862.7721152,8.213805994,143.0616176,s14,nisa1,CG,Unstressed
1429,1429,1429,1429,n,66.82258369,44.69636511,830.7784843,947.891339,11.82164212,199.9650369,s14,nisa1,CG,Unstressed
1470,1470,1470,1470,n,72.44659013,44.28382567,1157.051198,1165.735927,8.360039949,114.3336483,s14,sana,CG,Stressed
1471,1471,1471,1471,n,67.27983312,48.3116694,952.8126603,1179.972279,8.254014153,102.3326383,s14,sana,CG,Stressed
1510,1510,1510,1510,n,59.81882737,47.51553764,946.0403367,984.0727358,9.529804275,158.9819512,s14,sani,CG,Stressed
1511,1511,1511,1511,n,66.60588273,48.53647139,865.0314915,1003.924055,9.398752164,148.3118226,s14,sani,CG,Stressed
1551,1551,1551,1551,n,81.78289585,46.00746658,958.8912705,912.9235885,11.37162904,212.1597188,s14,sana1,CG,Stressed
1552,1552,1552,1552,n,83.38713788,50.02999773,1003.570427,1053.815511,9.545996207,147.3576412,s14,sana1,CG,Stressed
1590,1590,1590,1590,n,77.0734303,51.36078872,470.9743864,145.3241946,91.23143794,11178.87708,s14,sani1,CG,Stressed
1591,1591,1591,1591,n,75.97898099,48.35679786,492.2665314,392.3057205,33.69178941,1399.858056,s14,sani1,CG,Stressed
1929,1929,1929,1929,r,16.17821116,39.29190637,1165.159434,1082.437413,10.1664425,142.8925453,s14,rasa,CG,Stressed
1930,1930,1930,1930,r,24.64238365,48.76040389,1501.07149,1548.364913,6.537859955,60.43725566,s14,rasa,CG,Stressed
1968,1968,1968,1968,r,22.58776059,38.28983933,1563.382699,1707.773281,5.867261294,52.48705313,s14,risa,CG,Stressed
1969,1969,1969,1969,r,35.20055721,32.23271888,1313.10133,1677.675614,6.680188624,54.48299537,s14,risa,CG,Stressed
2008,2008,2008,2008,r,21.01170141,42.93217173,991.6396311,900.6547516,12.36703909,224.019357,s14,rasa1,CG,Unstressed
2009,2009,2009,2009,r,22.44250168,42.36419686,953.4247573,1118.858991,11.49299357,169.7772747,s14,rasa1,CG,Unstressed
2049,2049,2049,2049,r,9.753836658,41.810998,1928.068505,2413.74169,4.800275824,27.55629926,s14,risa1,CG,Unstressed
2050,2050,2050,2050,r,33.83919215,38.45587753,1390.144384,1571.020293,6.219957638,54.05136077,s14,risa1,CG,Unstressed
2085,2085,2085,2085,r,36.0596224,53.78089513,1044.634245,654.9391955,9.689711834,196.8385247,s14,sara,CG,Stressed
2086,2086,2086,2086,r,19.46909828,45.30973169,1229.955923,1368.371918,8.404919404,94.79163844,s14,sara,CG,Stressed
2125,2125,2125,2125,r,28.35049475,36.05698467,1089.381292,1552.429844,8.688918971,92.55277369,s14,sari,CG,Stressed
2126,2126,2126,2126,r,44.65793164,29.36575905,1368.164008,2045.427775,7.195897113,58.21174379,s14,sari,CG,Stressed
2165,2165,2165,2165,r,54.25476267,35.11599255,988.6273964,1290.482572,8.394932752,95.96853577,s14,sara1,CG,Stressed
2166,2166,2166,2166,r,45.81287815,35.64171993,1373.008574,1231.153006,8.984586404,110.4107064,s14,sara1,CG,Stressed
2203,2203,2203,2203,r,52.68206,26.68471924,811.1284744,616.0018566,20.3363027,526.5198212,s14,sari1,CG,Stressed
2204,2204,2204,2204,r,22.86794086,43.77931443,2705.77079,2361.307113,2.848053125,12.64172743,s14,sari1,CG,Stressed
